id;nom;type_filtre_1;gb_type_filtre_1;themes_tags_filtre_2;gb_themes_tags_filtre_2;filiere_filtre_3;filiere_picto;numfil;gb_sector_filtre_3;esr_filtre_4;departement;hebergeur;adresse;cp;ville;label_innov_up_incubation_2023;gb_label_innov_up;liens_avec_etablissement_esr;gb_linked_with_higher_education_and_research_institutions;accueil_d_entreprises_etrangeres;gb_foreign_business_accommodation;w3;raison_sociale;siret;incubateur;accelerateur;date_mise_a_jour;adresse_complete;coordxy;nombre_de_themes_tags;theme_1_popin;theme_2_popin;theme_3_popin;theme_4_popin;theme_5_popin;gb_theme_1_popin;gb_theme_2_popin;gb_theme_3_popin;gb_theme_4_popin;gb_theme_5_popin
105;Plug and Play Retail France;Accélérateur;Accelerator;"Biens de consommation / Retail / E-commerce;Industrie / Logistique";"Consumer goods / Retail / E-commerce;Industry / Logistic";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;;32 rue de Paradis;75010.0;Paris;Non;No;;;oui;yes;https://www.plugandplaytechcenter.com/retail/france/;;;non;oui;2023_06_14;32 rue de Paradis;48.875257,2.351721;2.0;Biens de consommation / Retail / E-commerce;Industrie / Logistique;;;;Consumer goods / Retail / E-commerce;Industry / Logistic;;;
106;Positiv'Incuba'school;Incubateur;Incubator;"Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité";"Environmental impact / Sustainability / Circular economy;Social impact / Solidarity";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;Wojo coworking;110 esplanade du Général de Gaulle;92400.0;Courbevoie;Non;No;;;;;https://www.cci-paris-idf.fr/fr/education/formation/incubaschool;CCI Hauts de Seine;;oui;non;2023_06_14;Wojo coworking 110 esplanade du Général de Gaulle;48.890849,2.243402;2.0;Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;;;;Environmental impact / Sustainability / Circular economy;Social impact / Solidarity;;;
117;Springboard by Imagine;Incubateur;Incubator;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Non;75.0;;24 boulevard du Montparnasse;75015.0;Paris;Non;No;;;;;https://www.institutimagine.org/en/springboard-imagines-accelerator-128;;;oui;non;2023_06_14;24 boulevard du Montparnasse;48.845638,2.318425;1.0;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;;;;;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;;;;
121;Schoolab - Pepite Starter @ STATION F;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;oui;yes;https://www.theschoolab.com/startup-entrepreneuriat/pepite-programme-incubation-etudiants/;;;oui;non;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;1.0;Etudiant;;;;;Student;;;;
123;Urban Odyssey by ICADE;Incubateur;Incubator;"Impact environnemental, Durabilité, économie circulaire;Energie renouvelable;Tourisme / Ville intelligente / PropTech;Immobilier / Construction";"Environmental impact / Sustainability / Circular economy;Energy / Renewables;Tourism / Smart City / Proptech;Real Estate / Construction";2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonnées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;;22B rue des Taillandiers;75011.0;Paris;Non;No;;;oui;yes;https://urbanodyssey.com/;;;oui;non;2023_06_14;22B rue des Taillandiers;48.854469,2.37518;4.0;Impact environnemental, Durabilité, économie circulaire;Energie renouvelable;Toursime / Ville intelligente / PropTech;Immobilier / Construction;;Environmental impact / Sustainability / Circular economy;Energy / Renewables;Tourism / Smart City / Proptech;Real Estate / Construction;
134;42 at Station F @ STATION F;Accélérateur;Accelerator;"Etudiant;Développement de logiciels / Service Cloud / Big data (ou données de masse)";"Student;Software development / Cloud services / Big data";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;Ecole 42;Ecole 42;;;https://42.fr/;Ecole 42;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;2.0;Etudiant;Développement de logiciels / Service Cloud / Big data (ou données de masse);;;;Student;Software development / Cloud services / Big data;;;
138;Slack @ STATION F;Incubateur;Incubator;HRTech / Ressources Humaines;RH Tech / Human Resources;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://stationf.co/news/slack-joins-station-f-to-launch-a-program-focussing-on-the-key-trends-of-future-of-work;;;oui;non;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;1.0;HRTech / Ressources Humaines;;;;;RH Tech / Human Resources;;;;
150;TEKHNÈ, accélérateur du Liberté Living Lab;Accélérateur;Accelerator;"Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;Deeptech;Education & Edtech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins";"Environmental impact / Sustainability / Circular economy;Social impact / Solidarity;Deeptech;Edtech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;9 rue d'Alexandrie;75002.0;Paris;Non;No;AgroParisTech;AgroParisTech;;;https://www.tekhne-liberte.org/;LIBERTE LIVING-LAB;81072772700028;non;oui;2023_06_14;9 rue d'Alexandrie;48.868039,2.350724;5.0;Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;Deeptech;Education & Edtech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Environmental impact / Sustainability / Circular economy;Social impact / Solidarity;Deeptech;Edtech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare
155;Incubateur Neuvitec 95;Incubateur;Incubator;"Développement de logiciels / Service Cloud / Big data (ou données de masse);Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité";"Software development / Cloud services / Big data;Environmental impact / Sustainability / Circular economy;Social impact / Solidarity";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;95.0;;1 mail Gay Lussac;95000.0;Neuville-sur-Oise;Non;No;;;;;http://www.accet.asso.fr/v1/nos-sites/incubateur.html;Starlabs (ex Technopôle Val d'Oise);;oui;non;2023_06_14;1 mail Gay Lussac;49.016222,2.076381;3.0;Développement de logiciels / Service Cloud / Big data (ou données de masse);Impact environnemental, Durabilité, économie circulaire;Impact social / Solidarité;;;Software development / Cloud services / Big data;Environmental impact / Sustainability / Circular economy;Social impact / Solidarity;;
161;Campus UNOWHY;Accélérateur;Accelerator;;;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;92.0;;168 avenue Charles de Gaulle;92200.0;Neuilly-sur-Seine;Non;No;;;;;https://www.unowhy.com/accelerateur/;;;non;oui;2023_06_14;168 avenue Charles de Gaulle;48.885138,2.260352;;;;;;;;;;;
162;Incubateur CCI Bourse;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;2 place de la Bourse;75002.0;Paris;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;oui;non;2023_06_14;2 place de la Bourse;48.869579,2.342114;;;;;;;;;;;
167;CCI Val-d'Oise;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;95.0;;35 boulevard du Port Cap Cergy Bâtiment C1 - CS 20209;95000.0;Cergy;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;oui;non;2023_06_14;35 boulevard du Port Cap Cergy Bâtiment C1 - CS 20209;49.039302,2.077901;;;;;;;;;;;
189;Intencity Paris;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;31 rue de Reuilly;75012.0;Paris;Non;No;;;oui;yes;https://www.intencity.fr/incubateur-paris-12eme/;INTENCITY;48816900400030;oui;non;2023_06_14;31 rue de Reuilly;48.84773,2.3866;;;;;;;;;;;
9;Les Canaux;Incubateur, Accélérateur;Incubator, Accelerator;"Impact environnemental, Durabilité, économie circulaire;Tourisme / Ville intelligente / PropTech;Immobilier / Construction;Impact social / Solidarité";"Environmental impact / sustainability / circular economy;Tourism / Smart City / Proptech;Real Estate / Construction;Social impact / Solidarity";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;6 quai de la Seine;75019.0;Paris;Non;No;;;;;https://lescanaux.com/accelerateur-circulaire/;;;oui;oui;2023_06_14;6 quai de la Seine;48.884656,2.370645;4.0;Impact environnemental, Durabilité, économie circulaire;Toursime / Ville intelligente / PropTech;Immobilier / Construction;Impact social / Solidarité;;Environmental impact / sustainability / circular economy;Tourism / Smart City / Proptech;Real Estate / Construction;Social impact / Solidarity;
15;Bpifrance Le Hub;Accélérateur;Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;;6-8 bd Haussmann;75009.0;Paris;Non;No;;;;;https://lehub.bpifrance.fr/;;;non;oui;2023_06_14;6-8 bd Haussmann;48.872296,2.338989;;;;;;;;;;;
22;Creative Valley;Incubateur, Accélérateur;Incubator, Accelerator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;Wework;198 avenue de France;75013.0;Paris;Non;No;;;;;https://www.creative-valley.fr/fr/copie-de-copie-de-adnx-2;CVG CREATIVE VALLEY GROUPE;;oui;oui;2023_06_14;Wework 198 avenue de France;48.836136,2.371785;;;;;;;;;;;
26;EDC Cube l'incubateur;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;92.0;;74-80 rue Roque de Fillol;92800.0;Puteaux / Paris La Défense;Non;No;EDC Paris Business School;EDC Paris Business School;;;https://www.edcparis.edu/fr/edc-paris-business-school/edcube;EDC Paris Business School;40249993300032;oui;non;2023_06_14;74-80 rue Roque de Fillol;48.88507,2.24456;1.0;Etudiant;;;;;Student;;;;
43;IGNfab;Incubateur;Incubator;"Impact environnemental, Durabilité, économie circulaire;Tourisme / Ville intelligente / PropTech;Développement de logiciels / Service Cloud / Big data (ou données de masse)";"Environmental impact / Sustainability / Circular economy;Tourism / Smart City / Proptech;Software development / Cloud services / Big data";2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonnées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;94.0;;73 avenue de Paris;94165.0;Saint-Mandé;Non;No;;;;;https://www.ign.fr/ignfab;;;oui;non;2023_06_14;73 avenue de Paris;48.845726,2.424573;3.0;Impact environnemental, Durabilité, économie circulaire;Toursime / Ville intelligente / PropTech;Développement de logiciels / Service Cloud / Big data (ou données de masse);;;Environmental impact / Sustainability / Circular economy;Tourism / Smart City / Proptech;Software development / Cloud services / Big data;;
56;Incubateur I-Engage Paris 10 Nanterre;Incubateur;Incubator;"Impact social / Solidarité;Etudiant";"Social impact / Solidarity;Student";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;92.0;;200 avenue de la république;92000.0;Nanterre;Non;No;Université Paris 10-Nanterre;Paris 10-Nanterre University;;;https://i-engage.mystrikingly.com/;Université Paris-Nanterre;19921204400010;oui;non;2023_06_14;200 avenue de la république;48.903003,2.209615;2.0;Impact social / Solidarité;Etudiant;;;;Social impact / Solidarity;Student;;;
84;Media Lab TF1 @ STATION F;Accélérateur;Accelerator;Marketing / Publicité / Communication / Media;Marketing / Advertising / Communication / Media;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;oui;yes;https://groupe-tf1.fr/fr/innovation/programme-d-acceleration;;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;1.0;Marketing / Publicité / Communication / Media;;;;;Marketing / Advertising / Communication / Media;;;;
87;Numeric Lab;Incubateur;Incubator;"Industries Culturelles & Créatives;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Marketing / Publicité / Communication / Media";"Cultural / Creative;AR / VR / Gaming;Marketing / Advertising / Communication / Media";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;95.0;Centre des Arts;12-16 rue de la Libération;95880.0;Enghien-les-Bains;Non;No;;;oui;yes;https://www.enghienlesbains.fr/fr/innovante/numeric-lab;;;oui;non;2023_06_14;Centre des Arts 12-16 rue de la Libération;48.972266,2.305695;3.0;Industries Culturelles & Créatives;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Marketing / Publicité / Communication / Media;;;Cultural / Creative;AR / VR / Gaming;Marketing / Advertising / Communication / Media;;
96;Paris&Co Alimentation durable;Incubateur, Accélérateur;Incubator, Accelerator;FoodTech, Agritech, Agrotech;FoodTech / Agritech / Agrotech;6. Agriculture, agro-alimentaire et nutrition;6_agric.jpg;6;6. Agriculture, AgTech/Agri-Food, FoodTech;Non;75.0;;80 rue des Haies;75020.0;Paris;Non;No;;;oui;yes;https://smartfood.parisandco.com/;;;oui;oui;2023_06_14;80 rue des Haies;48.85483,2.403577;1.0;FoodTech, Agritech, Agrotech;;;;;FoodTech / Agritech / Agrotech;;;;
97;Paris&Co Santé;Incubateur, Accélérateur;Incubator, Accelerator;"Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Sport / Handicap / Bien-Etre";"Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Sport / Autonomy / Handicap / Well-being";4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Non;75.0;;130 rue de Lourmel;75015.0;Paris;Non;No;;;oui;yes;https://techcare.parisandco.paris/;;;oui;oui;2023_06_14;130 rue de Lourmel;48.841627,2.284948;2.0;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Sport / Handicap / Bien-Etre;;;;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Sport / Autonomy / Handicap / Well-being;;;
115;Software République;Incubateur;Incubator;"Automobile, Mobilité, Mobilité partagée;Energie renouvelable";"Automotive / Mobility / Shared mobility;Energy / Renewables";3. Aéronautique - Spatial - Défense - Mobilité durable et intelligente (dont automobile);3_mobil.jpg;3;3. Aeronautics / Space / Defense - Smart Mobility;Non;78.0;Technocentre Renault;1 avenue du Golf;78280.0;Guyancourt;Non;No;;;oui;yes;https://softwarerepublique.eu/;;;oui;non;2023_06_14;Technocentre Renault 1 avenue du Golf;48.756902,2.078818;2.0;Automobile, Mobilité, Mobilité partagée;Energie renouvelable;;;;Automotive / Mobility / Shared mobility;Energy / Renewables;;;
128;Beauty Tech Accelerator by l’Oreal @ STATION F;Accélérateur;Accelerator;"Luxe / Beauté / Cosmétique / Mode / Textile;Développement de logiciels / Service Cloud / Big data (ou données de masse);AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Biens de consommation / Retail / E-commerce";"Luxury / Beauty / Cosmetic / Fashion / Textile;Software development / Cloud services / Big data;AR / VR / Gaming;Consumer goods / Retail / E-commerce";5. Luxe et cosmétique;5_luxur.jpg;5;5. Luxury & Cosmetics;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://www.loreal.com/fr/science-et-technologie-beaute/l-oreal-open-innovation/participer-programme-open-innovation/;L'Oréal;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;4.0;Luxe / Beauté / Cosmétique / Mode / Textile;Développement de logiciels / Service Cloud / Big data (ou données de masse);AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;Biens de consommation / Retail / E-commerce;;Luxury / Beauty / Cosmetic / Fashion / Textile;Software development / Cloud services / Big data;AR / VR / Gaming;Consumer goods / Retail / E-commerce;
135;The Facebook Accelerator Paris @ STATION F;Accélérateur;Accelerator;Développement de logiciels / Service Cloud / Big data (ou données de masse);Software development / Cloud services / Big data;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://startupgaragefacebookselection.splashthat.com/;Facebook;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;1.0;Développement de logiciels / Service Cloud / Big data (ou données de masse);;;;;Software development / Cloud services / Big data;;;;
171;Positiv'Incuba'School @ Workstation;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;92.0;;25 avenue Paul Doumer;92400.0;Courbevoie;Non;No;;;;;https://www.cci-paris-idf.fr/fr#1;;;oui;non;2023_06_14;25 avenue Paul Doumer;48.89478,2.261165;;;;;;;;;;;
191;Intencity Choisy;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;94.0;;127 avenue Anatole France;94400.0;Choisy;Non;No;;;oui;yes;https://www.intencity.fr/incubateur-choisy-le-roi/;INTENCITY;48816900400030;oui;non;2023_06_14;127 avenue Anatole France;48.7562,2.41451;;;;;;;;;;;
199;C1-19;Incubateur;Incubator;AR /VR , Réalité augmentée / réalité Virtuelle, Jeu vidéo;AR / VR / Gaming;1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;91.0;;19 cours Blaise Pascal;91000.0;Evry-Courcouronnes;Non;No;;;;;https://c-19.fr/;;;oui;non;2023_06_14;19 cours Blaise Pascal;48.626646,2.430686;;;;;;;;;;;
12;Blue Factory - ESCP;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;79 avenue de la République;75011.0;Paris;Oui;Yes;ESCP;ESCP;;;https://www.blue-factory.eu/;ESCP;82464458700027;oui;non;2023_06_14;79 avenue de la République;48.864299,2.38042;1.0;Etudiant;;;;;Student;;;;
13;BNP Paribas–Plug and Play @ STATION F;Accélérateur;Accelerator;"Deeptech;Impact environnemental, Durabilité, économie circulaire;Industrie / Logistique;Services Financiers , Assurance";"Deeptech;Environmental impact / Sustainability / Circular economy;Industry / Logistic;Fintech / Insurtech";7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;oui;yes;https://www.plugandplaytechcenter.com/bnp-paribas-plugandplay/;;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;4.0;Deeptech;Impact environnemental, Durabilité, économie circulaire;Industrie / Logistique;Services Financiers , Assurance;;Deeptech;Environmental impact / Sustainability / Circular economy;Industry / Logistic;Fintech / Insurtech;
27;INCUBATEUR EDHEC @ STATION F;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;EDHEC;EDHEC;;;https://www.edhec.edu/fr/a-propos/entreprendre-a-l-edhec/edhec-entrepreneurs;Edhec;;oui;non;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;1.0;Etudiant;;;;;Student;;;;
28;EFREI Entrepreneurs;Incubateur;Incubator;Etudiant;Student;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;94.0;;30-32 avenue de la République;94800.0;Villejuif;Oui;Yes;EFREI;EFREI;;;https://www.efreientrepreneurs.fr/;EFREI;39889833800023;oui;non;2023_06_14;30-32 avenue de la République;48.788556,2.364018;1.0;Etudiant;;;;;Student;;;;
40;HAVAS STARTUP ACCELERATOR @ STATION F;Accélérateur;Accelerator;"Marketing / Publicité / Communication / Media;HRTech / Ressources Humaines";"Marketing / Advertising / Communication / Media;RH Tech / Human Resources";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;oui;yes;https://startupaccelerator.havasgroup.com/;;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;2.0;Marketing / Publicité / Communication / Media;HRTech / Ressources Humaines;;;;Marketing / Advertising / Communication / Media;RH Tech / Human Resources;;;
57;Incubateur I-Engage Paris 8 Saint-Denis;Incubateur;Incubator;Impact social / Solidarité;Social impact / Solidarity;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;93.0;;14 rue Waldeck Rochet;93300.0;Aubervilliers;Non;No;Université Paris 8 Vincennes-Saint Denis;Paris 8 Vincennes-Saint Denis University;;;https://www.univ-paris8.fr/PosteSource-Centre-Nume;Université Paris-8 Saint Denis;19931827000014;oui;non;2023_06_14;14 rue Waldeck Rochet;48.91268,2.36794;;Impact social / Solidarité;;;;;;;;;
63;iPEPS @ ICM;Incubateur, Accélérateur;Incubator, Accelerator;"Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Développement de logiciels / Service Cloud / Big data (ou données de masse)";"Deeptech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Software development / Cloud services / Big data";4. Santé et soins;4_healt.jpg;4;4. Health & HealthCare;Oui;75.0;;47 boulevard de l'Hôpital;75013.0;Paris;Oui;Yes;Institut du Cerveau;Institut du Cerveau;;;https://ipeps.institutducerveau-icm.org/;Institut du Cerveau - Paris Brain Institute;50161612200013;oui;oui;2023_06_14;47 boulevard de l'Hôpital;48.840209,2.36322;3.0;Deeptech;Sciences de la vie, Santé, BioTech, Medtech, e-santé, Soins;Développement de logiciels / Service Cloud / Big data (ou données de masse);;;Deeptech;Lifesciences / Health / Biotech / MedTech / eHealth / Healthcare;Software development / Cloud services / Big data;;
76;Le Grand Bain, incubateur ENSCI les Ateliers;Incubateur;Incubator;;;8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Oui;75.0;;48 rue Saint Sabin;75011.0;Paris;Non;No;ENSCI;ENSCI;;;https://www.ensci.com/formations/createur-industriel/professionnalisation/le-grand-bain/incubateur;ENSCI;33111876000015;oui;non;2023_06_14;48 rue Saint Sabin;48.858436,2.369182;;;;;;;;;;;
79;Leonard:Paris by VINCI;Incubateur;Incubator;"Energie renouvelable;Industrie / Logistique;Tourisme / Ville intelligente / PropTech;Immobilier / Construction";"Energy / Renewables;Industry / Logistic;Tourism / Smart City / Proptech;Real Estate / Construction";2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonnées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;;6 place du Colonel Bourgouin;75012.0;Paris;Non;No;;;oui;yes;https://leonard.vinci.com/en/hub-programme/;;;oui;non;2023_06_14;6 place du Colonel Bourgouin;48.844643,2.383246;4.0;Energie renouvelable;Industrie / Logistique;Toursime / Ville intelligente / PropTech;Immobilier / Construction;;Energy / Renewables;Industry / Logistic;Tourism / Smart City / Proptech;Real Estate / Construction;
89;Paris&Co - HUA !;Accélérateur;Incubator, Accelerator;Sport / Handicap / Bien-Etre;Sport / Autonomy / Handicap / Well-being;2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonnées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;Le Cargo;157 bd Macdonald;75019.0;Paris;Non;No;;;;;https://hua.parisandco.paris/;;;non;oui;2023_06_14;Le Cargo 157 bd Macdonald;48.898595,2.378185;1.0;Sport / Handicap / Bien-Etre;;;;;Sport / Autonomy / Handicap / Well-being;;;;
92;Paris&Co Sport;Incubateur;Incubator;"Tourisme / Ville intelligente / PropTech;Sport / Handicap / Bien-Etre;Marketing / Publicité / Communication / Media";"Tourism / Smart City / Proptech;Sport / Autonomy / Handicap / Well-being;Marketing / Advertising / Communication / Media";2. Eco-construction, ville durable et intelligente, Energies vertes et décarbonnées;2_green.jpg;2;2. Eco-Construction, Smart City, Green Energy & free-carbon energy;Non;75.0;;6 rue Claude Farrère;75016.0;Paris;Non;No;;;oui;yes;https://letremplin.parisandco.com/;;;oui;non;2023_06_14;6 rue Claude Farrère;48.842643,2.253149;3.0;Toursime / Ville intelligente / PropTech;Sport / Handicap / Bien-Etre;Marketing / Publicité / Communication / Media;;;Tourism / Smart City / Proptech;Sport / Autonomy / Handicap / Well-being;Marketing / Advertising / Communication / Media;;
95;Paris&Co Futur du travail;Incubateur, Accélérateur;Incubator, Accelerator;"Education & Edtech;HRTech / Ressources Humaines";"Edtech;RH Tech / Human Resources";8. Multi-filières;8_multi.jpg;8;8. Multi-Sector;Non;75.0;Le Cargo;157 bd Macdonald;75019.0;Paris;Non;No;;;;;https://rhizome.parisandco.com/;;;oui;oui;2023_06_14;Le Cargo 157 bd Macdonald;48.898595,2.378185;2.0;Education & Edtech;HRTech / Ressources Humaines;;;;Edtech;RH Tech / Human Resources;;;
101;PC'up;Incubateur;Incubator;"Deeptech;Chimie / Matériaux";"Deeptech;Chemistry / Materials";7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Oui;75.0;ESPCI;10 rue Vauquelin;75005.0;Paris;Oui;Yes;ESPCI Paris-PSL;ESPCI Paris-PSL;oui;yes;https://www.espci.psl.eu/fr/innovation/l-incubateu;ESPCI Paris-PSL;20000068500012;oui;non;2023_06_14;ESPCI 10 rue Vauquelin;48.841234,2.347531;2.0;Deeptech;Chimie / Matériaux;;;;Deeptech;Chemistery / Materials;;;
131;Binance Labs @ STATION F;Accélérateur;Accelerator;"Deeptech;Développement de logiciels / Service Cloud / Big data (ou données de masse)";"Deeptech;Software development / Cloud services / Big data";7. Deeptechs (IA, Cyber, Quantique…);7_deept.jpg;7;7. Deeptech (AI, Cyber, Quantum…);Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://labs.binance.com/;;;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;2.0;Deeptech;Développement de logiciels / Service Cloud / Big data (ou données de masse);;;;Deeptech;Software development / Cloud services / Big data;;;
132;Cegid Data Lab @ STATION F;Accélérateur;Accelerator;"Développement de logiciels / Service Cloud / Big data (ou données de masse);Services Financiers , Assurance;LegalTech;HRTech / Ressources Humaines;Biens de consommation / Retail / E-commerce";"Software development / Cloud services / Big data;Fintech / Insurtech;Legaltech;RH Tech / Human Resources;Consumer goods / Retail / E-commerce";1. Numérique, Industrie de la donnée et industries créatives;1_digit.jpg;1;1. DigitalTech, Data Industry, Creative & Cultural industries;Non;75.0;Station F;5 parvis Alan Turing;75013.0;Paris;Non;No;;;;;https://www.cegid.com/fr/presse/cegid-data-lab-le-programme-dacceleration-de-startups-de-cegid-reconnu-par-station-f/;Cegid;410218010;non;oui;2023_06_14;Station F 5 parvis Alan Turing;48.834508,2.370634;5.0;Développement de logiciels / Service Cloud / Big data (ou données de masse);Services Financiers , Assurance;LegalTech;HRTech / Ressources Humaines;Biens de consommation / Retail / E-commerce;Software development / Cloud services / Big data;Fintech / Insurtech;Legaltech;RH Tech / Human Resources;Consumer goods / Retail / E-commerce
